[2024-06-24T10:25:58.221264][TIME="2024-06-24T13:55:58+03:30"][WARNING] level=warning msg="A:\\py\\pythonProjects\\testAssignment\\docker-compose.yml: `version` is obsolete"
[2024-06-24T10:26:14.868898][CAT-API][INFO] | {"@timestamp":"2024-06-24T10:26:14.82403364Z","@version":"1","message":"Initializing Spring DispatcherServlet 'dispatcherServlet'","logger_name":"org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]","thread_name":"http-nio-8080-exec-1","level":"INFO","level_value":20000,"trace_id":"f199dc355dc812c80b53f1b7e87c8670","trace_flags":"01","span_id":"5742b2df02ef3a52","instance":"0430a1544f92"}
[2024-06-24T10:27:06.934381][OTEL_COLLECTOR][OTHER] | net/http.(*ServeMux).ServeHTTP
[2024-06-24T10:27:06.934381][OTEL_COLLECTOR][OTHER] | net/http/server.go:2514
[2024-06-24T10:27:06.934381][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp.(*decompressor).ServeHTTP
[2024-06-24T10:27:06.934381][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/compression.go:147
[2024-06-24T10:27:06.934381][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.(*middleware).serveHTTP
[2024-06-24T10:27:06.934381][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:217
[2024-06-24T10:27:06.934381][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.NewMiddleware.func1.1
[2024-06-24T10:27:06.934381][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:81
[2024-06-24T10:27:06.934381][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:27:06.934381][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:27:06.934381][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp.(*clientInfoHandler).ServeHTTP
[2024-06-24T10:27:06.934381][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/clientinfohandler.go:28
[2024-06-24T10:27:06.934381][OTEL_COLLECTOR][OTHER] | net/http.serverHandler.ServeHTTP
[2024-06-24T10:27:06.934381][OTEL_COLLECTOR][OTHER] | net/http/server.go:2938
[2024-06-24T10:27:06.934381][OTEL_COLLECTOR][OTHER] | net/http.(*conn).serve
[2024-06-24T10:27:06.934381][OTEL_COLLECTOR][OTHER] | net/http/server.go:2009
[2024-06-24T10:27:21.825474][OTEL_COLLECTOR][ERROR] | 2024-06-24T10:27:21.853Z error prometheusexporter@v0.88.0/log.go:23 error gathering metrics: collected metric http_server_duration label:{name:"http_flavor" value:"1.1"} label:{name:"http_host" value:"172.26.0.8:8080"} label:{name:"http_method" value:"POST"} label:{name:"http_scheme" value:"http"} label:{name:"http_server_name" value:"cat-recommender-api:8080"} label:{name:"http_status_code" value:"200"} label:{name:"http_target" value:"/api/recommend"} label:{name:"job" value:"cat-recommender-api"} label:{name:"net_host_port" value:"8080"} histogram:{sample_count:1 sample_sum:4 bucket:{cumulative_count:0 upper_bound:0} bucket:{cumulative_count:1 upper_bound:5} bucket:{cumulative_count:1 upper_bound:10} bucket:{cumulative_count:1 upper_bound:25} bucket:{cumulative_count:1 upper_bound:50} bucket:{cumulative_count:1 upper_bound:75} bucket:{cumulative_count:1 upper_bound:100} bucket:{cumulative_count:1 upper_bound:250} bucket:{cumulative_count:1 upper_bound:500} bucket:{cumulative_count:1 upper_bound:750} bucket:{cumulative_count:1 upper_bound:1000} bucket:{cumulative_count:1 upper_bound:2500} bucket:{cumulative_count:1 upper_bound:5000} bucket:{cumulative_count:1 upper_bound:7500} bucket:{cumulative_count:1 upper_bound:10000}} has help "measures the duration of the inbound HTTP request" but should have "The duration of the inbound HTTP request"
[2024-06-24T10:27:21.825474][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:27:21.825474][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:27:21.826052][OTEL_COLLECTOR][OTHER] | net/http.(*ServeMux).ServeHTTP
[2024-06-24T10:27:21.826052][OTEL_COLLECTOR][OTHER] | net/http/server.go:2514
[2024-06-24T10:27:21.826052][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp.(*decompressor).ServeHTTP
[2024-06-24T10:27:21.826052][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/compression.go:147
[2024-06-24T10:27:21.826052][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.(*middleware).serveHTTP
[2024-06-24T10:27:21.826052][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:217
[2024-06-24T10:27:21.826052][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.NewMiddleware.func1.1
[2024-06-24T10:27:21.826052][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:81
[2024-06-24T10:27:21.826052][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:27:21.826052][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:27:21.826052][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp.(*clientInfoHandler).ServeHTTP
[2024-06-24T10:27:21.826052][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/clientinfohandler.go:28
[2024-06-24T10:27:21.826052][OTEL_COLLECTOR][OTHER] | net/http.serverHandler.ServeHTTP
[2024-06-24T10:27:21.826052][OTEL_COLLECTOR][OTHER] | net/http/server.go:2938
[2024-06-24T10:27:21.826052][OTEL_COLLECTOR][OTHER] | net/http.(*conn).serve
[2024-06-24T10:27:21.826052][OTEL_COLLECTOR][OTHER] | net/http/server.go:2009
[2024-06-24T10:27:36.803229][OTEL_COLLECTOR][ERROR] | 2024-06-24T10:27:36.737Z error prometheusexporter@v0.88.0/log.go:23 error gathering metrics: collected metric http_server_duration label:{name:"http_flavor" value:"1.1"} label:{name:"http_host" value:"172.26.0.8:8080"} label:{name:"http_method" value:"POST"} label:{name:"http_scheme" value:"http"} label:{name:"http_server_name" value:"cat-recommender-api:8080"} label:{name:"http_status_code" value:"200"} label:{name:"http_target" value:"/api/recommend"} label:{name:"job" value:"cat-recommender-api"} label:{name:"net_host_port" value:"8080"} histogram:{sample_count:1 sample_sum:4 bucket:{cumulative_count:0 upper_bound:0} bucket:{cumulative_count:1 upper_bound:5} bucket:{cumulative_count:1 upper_bound:10} bucket:{cumulative_count:1 upper_bound:25} bucket:{cumulative_count:1 upper_bound:50} bucket:{cumulative_count:1 upper_bound:75} bucket:{cumulative_count:1 upper_bound:100} bucket:{cumulative_count:1 upper_bound:250} bucket:{cumulative_count:1 upper_bound:500} bucket:{cumulative_count:1 upper_bound:750} bucket:{cumulative_count:1 upper_bound:1000} bucket:{cumulative_count:1 upper_bound:2500} bucket:{cumulative_count:1 upper_bound:5000} bucket:{cumulative_count:1 upper_bound:7500} bucket:{cumulative_count:1 upper_bound:10000}} has help "measures the duration of the inbound HTTP request" but should have "The duration of the inbound HTTP request"
[2024-06-24T10:27:36.803229][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:27:36.803229][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:27:36.803229][OTEL_COLLECTOR][OTHER] | net/http.(*ServeMux).ServeHTTP
[2024-06-24T10:27:36.803229][OTEL_COLLECTOR][OTHER] | net/http/server.go:2514
[2024-06-24T10:27:36.803229][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp.(*decompressor).ServeHTTP
[2024-06-24T10:27:36.803229][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/compression.go:147
[2024-06-24T10:27:36.803229][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.(*middleware).serveHTTP
[2024-06-24T10:27:36.803229][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:217
[2024-06-24T10:27:36.803229][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.NewMiddleware.func1.1
[2024-06-24T10:27:36.803229][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:81
[2024-06-24T10:27:36.803229][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:27:36.803229][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:27:36.803229][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp.(*clientInfoHandler).ServeHTTP
[2024-06-24T10:27:36.803229][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/clientinfohandler.go:28
[2024-06-24T10:27:36.803229][OTEL_COLLECTOR][OTHER] | net/http.serverHandler.ServeHTTP
[2024-06-24T10:27:36.803229][OTEL_COLLECTOR][OTHER] | net/http/server.go:2938
[2024-06-24T10:27:36.803229][OTEL_COLLECTOR][OTHER] | net/http.(*conn).serve
[2024-06-24T10:27:36.803733][OTEL_COLLECTOR][OTHER] | net/http/server.go:2009
[2024-06-24T10:27:44.690992][CAT-RECOMMENDER-API][INFO] | INFO: 172.26.0.7:41914 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T10:27:44.695679][CAT-RECOMMENDER-API][INFO] | INFO: 172.26.0.7:41914 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T10:27:44.700537][CAT-RECOMMENDER-API][INFO] | INFO: 172.26.0.7:41914 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T10:27:44.705419][CAT-RECOMMENDER-API][INFO] | INFO: 172.26.0.7:41914 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T10:27:44.709123][CAT-RECOMMENDER-API][INFO] | INFO: 172.26.0.7:41914 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T10:27:44.713176][CAT-RECOMMENDER-API][INFO] | INFO: 172.26.0.7:41914 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T10:27:44.717455][CAT-RECOMMENDER-API][INFO] | INFO: 172.26.0.7:41914 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T10:27:44.721890][CAT-RECOMMENDER-API][INFO] | INFO: 172.26.0.7:41914 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T10:27:44.726212][CAT-RECOMMENDER-API][INFO] | INFO: 172.26.0.7:41914 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T10:27:44.730429][CAT-RECOMMENDER-API][INFO] | INFO: 172.26.0.7:41914 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T10:27:49.437343][CAT-RECOMMENDER-API][INFO] | INFO: 172.26.0.7:41914 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T10:27:51.697171][OTEL_COLLECTOR][ERROR] | 2024-06-24T10:27:51.733Z error prometheusexporter@v0.88.0/log.go:23 error gathering metrics: collected metric http_server_duration label:{name:"http_flavor" value:"1.1"} label:{name:"http_host" value:"172.26.0.8:8080"} label:{name:"http_method" value:"POST"} label:{name:"http_scheme" value:"http"} label:{name:"http_server_name" value:"cat-recommender-api:8080"} label:{name:"http_status_code" value:"200"} label:{name:"http_target" value:"/api/recommend"} label:{name:"job" value:"cat-recommender-api"} label:{name:"net_host_port" value:"8080"} histogram:{sample_count:1 sample_sum:4 bucket:{cumulative_count:0 upper_bound:0} bucket:{cumulative_count:1 upper_bound:5} bucket:{cumulative_count:1 upper_bound:10} bucket:{cumulative_count:1 upper_bound:25} bucket:{cumulative_count:1 upper_bound:50} bucket:{cumulative_count:1 upper_bound:75} bucket:{cumulative_count:1 upper_bound:100} bucket:{cumulative_count:1 upper_bound:250} bucket:{cumulative_count:1 upper_bound:500} bucket:{cumulative_count:1 upper_bound:750} bucket:{cumulative_count:1 upper_bound:1000} bucket:{cumulative_count:1 upper_bound:2500} bucket:{cumulative_count:1 upper_bound:5000} bucket:{cumulative_count:1 upper_bound:7500} bucket:{cumulative_count:1 upper_bound:10000}} has help "measures the duration of the inbound HTTP request" but should have "The duration of the inbound HTTP request"
[2024-06-24T10:27:51.697674][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:27:51.697674][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:27:51.697674][OTEL_COLLECTOR][OTHER] | net/http.(*ServeMux).ServeHTTP
[2024-06-24T10:27:51.697674][OTEL_COLLECTOR][OTHER] | net/http/server.go:2514
[2024-06-24T10:27:51.697674][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp.(*decompressor).ServeHTTP
[2024-06-24T10:27:51.697674][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/compression.go:147
[2024-06-24T10:27:51.697674][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.(*middleware).serveHTTP
[2024-06-24T10:27:51.697674][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:217
[2024-06-24T10:27:51.697674][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.NewMiddleware.func1.1
[2024-06-24T10:27:51.697674][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:81
[2024-06-24T10:27:51.697674][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:27:51.697674][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:27:51.697674][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp.(*clientInfoHandler).ServeHTTP
[2024-06-24T10:27:51.697674][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/clientinfohandler.go:28
[2024-06-24T10:27:51.697674][OTEL_COLLECTOR][OTHER] | net/http.serverHandler.ServeHTTP
[2024-06-24T10:27:51.698219][OTEL_COLLECTOR][OTHER] | net/http/server.go:2938
[2024-06-24T10:27:51.698219][OTEL_COLLECTOR][OTHER] | net/http.(*conn).serve
[2024-06-24T10:27:51.698219][OTEL_COLLECTOR][OTHER] | net/http/server.go:2009
[2024-06-24T10:28:06.677455][OTEL_COLLECTOR][ERROR] | 2024-06-24T10:28:06.607Z error prometheusexporter@v0.88.0/log.go:23 error gathering metrics: 4 error(s) occurred:
[2024-06-24T10:28:06.678760][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:28:06.678760][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:28:06.678760][OTEL_COLLECTOR][OTHER] | net/http.(*ServeMux).ServeHTTP
[2024-06-24T10:28:06.678760][OTEL_COLLECTOR][OTHER] | net/http/server.go:2514
[2024-06-24T10:28:06.678760][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp.(*decompressor).ServeHTTP
[2024-06-24T10:28:06.678760][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/compression.go:147
[2024-06-24T10:28:06.678760][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.(*middleware).serveHTTP
[2024-06-24T10:28:06.678760][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:217
[2024-06-24T10:28:06.678760][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.NewMiddleware.func1.1
[2024-06-24T10:28:06.678760][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:81
[2024-06-24T10:28:06.678760][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:28:06.678760][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:28:06.678760][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp.(*clientInfoHandler).ServeHTTP
[2024-06-24T10:28:06.678760][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/clientinfohandler.go:28
[2024-06-24T10:28:06.678760][OTEL_COLLECTOR][OTHER] | net/http.serverHandler.ServeHTTP
[2024-06-24T10:28:06.678760][OTEL_COLLECTOR][OTHER] | net/http/server.go:2938
[2024-06-24T10:28:06.678760][OTEL_COLLECTOR][OTHER] | net/http.(*conn).serve
[2024-06-24T10:28:06.678760][OTEL_COLLECTOR][OTHER] | net/http/server.go:2009
[2024-06-24T10:28:21.586646][OTEL_COLLECTOR][ERROR] | 2024-06-24T10:28:21.608Z error prometheusexporter@v0.88.0/log.go:23 error gathering metrics: collected metric http_server_duration label:{name:"http_flavor" value:"1.1"} label:{name:"http_host" value:"172.26.0.8:8080"} label:{name:"http_method" value:"POST"} label:{name:"http_scheme" value:"http"} label:{name:"http_server_name" value:"cat-recommender-api:8080"} label:{name:"http_status_code" value:"200"} label:{name:"http_target" value:"/api/recommend"} label:{name:"job" value:"cat-recommender-api"} label:{name:"net_host_port" value:"8080"} histogram:{sample_count:12 sample_sum:16 bucket:{cumulative_count:0 upper_bound:0} bucket:{cumulative_count:12 upper_bound:5} bucket:{cumulative_count:12 upper_bound:10} bucket:{cumulative_count:12 upper_bound:25} bucket:{cumulative_count:12 upper_bound:50} bucket:{cumulative_count:12 upper_bound:75} bucket:{cumulative_count:12 upper_bound:100} bucket:{cumulative_count:12 upper_bound:250} bucket:{cumulative_count:12 upper_bound:500} bucket:{cumulative_count:12 upper_bound:750} bucket:{cumulative_count:12 upper_bound:1000} bucket:{cumulative_count:12 upper_bound:2500} bucket:{cumulative_count:12 upper_bound:5000} bucket:{cumulative_count:12 upper_bound:7500} bucket:{cumulative_count:12 upper_bound:10000}} has help "measures the duration of the inbound HTTP request" but should have "The duration of the inbound HTTP request"
[2024-06-24T10:28:21.587150][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:28:21.587150][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:28:21.587150][OTEL_COLLECTOR][OTHER] | net/http.(*ServeMux).ServeHTTP
[2024-06-24T10:28:21.587150][OTEL_COLLECTOR][OTHER] | net/http/server.go:2514
[2024-06-24T10:28:21.588160][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp.(*decompressor).ServeHTTP
[2024-06-24T10:28:21.588160][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/compression.go:147
[2024-06-24T10:28:21.588160][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.(*middleware).serveHTTP
[2024-06-24T10:28:21.588160][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:217
[2024-06-24T10:28:21.588160][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.NewMiddleware.func1.1
[2024-06-24T10:28:21.588160][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:81
[2024-06-24T10:28:21.589154][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:28:21.589154][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:28:21.589154][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp.(*clientInfoHandler).ServeHTTP
[2024-06-24T10:28:21.589154][OTEL_COLLECTOR][INFO] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/clientinfohandler.go:28
[2024-06-24T10:28:21.589154][OTEL_COLLECTOR][OTHER] | net/http.serverHandler.ServeHTTP
[2024-06-24T10:28:21.589154][OTEL_COLLECTOR][OTHER] | net/http/server.go:2938
[2024-06-24T10:28:21.589154][OTEL_COLLECTOR][OTHER] | net/http.(*conn).serve
[2024-06-24T10:28:21.589154][OTEL_COLLECTOR][OTHER] | net/http/server.go:2009
[2024-06-24T10:28:36.562622][OTEL_COLLECTOR][ERROR] | 2024-06-24T10:28:36.494Z error prometheusexporter@v0.88.0/log.go:23 error gathering metrics: collected metric http_server_duration label:{name:"http_flavor" value:"1.1"} label:{name:"http_host" value:"172.26.0.8:8080"} label:{name:"http_method" value:"POST"} label:{name:"http_scheme" value:"http"} label:{name:"http_server_name" value:"cat-recommender-api:8080"} label:{name:"http_status_code" value:"200"} label:{name:"http_target" value:"/api/recommend"} label:{name:"job" value:"cat-recommender-api"} label:{name:"net_host_port" value:"8080"} histogram:{sample_count:12 sample_sum:16 bucket:{cumulative_count:0 upper_bound:0} bucket:{cumulative_count:12 upper_bound:5} bucket:{cumulative_count:12 upper_bound:10} bucket:{cumulative_count:12 upper_bound:25} bucket:{cumulative_count:12 upper_bound:50} bucket:{cumulative_count:12 upper_bound:75} bucket:{cumulative_count:12 upper_bound:100} bucket:{cumulative_count:12 upper_bound:250} bucket:{cumulative_count:12 upper_bound:500} bucket:{cumulative_count:12 upper_bound:750} bucket:{cumulative_count:12 upper_bound:1000} bucket:{cumulative_count:12 upper_bound:2500} bucket:{cumulative_count:12 upper_bound:5000} bucket:{cumulative_count:12 upper_bound:7500} bucket:{cumulative_count:12 upper_bound:10000}} has help "measures the duration of the inbound HTTP request" but should have "The duration of the inbound HTTP request"
[2024-06-24T10:28:36.562622][OTEL_COLLECTOR][OTHER] | net/http.HandlerFunc.ServeHTTP
[2024-06-24T10:28:36.562622][OTEL_COLLECTOR][OTHER] | net/http/server.go:2136
[2024-06-24T10:28:36.562622][OTEL_COLLECTOR][OTHER] | net/http.(*ServeMux).ServeHTTP
[2024-06-24T10:28:36.562622][OTEL_COLLECTOR][OTHER] | net/http/server.go:2514
[2024-06-24T10:28:36.562622][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp.(*decompressor).ServeHTTP
[2024-06-24T10:28:36.562622][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/collector/config/confighttp@v0.88.0/compression.go:147
[2024-06-24T10:28:36.562622][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.(*middleware).serveHTTP
[2024-06-24T10:28:36.562622][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:217
[2024-06-24T10:28:36.562622][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.NewMiddleware.func1.1
[2024-06-24T10:28:36.562622][OTEL_COLLECTOR][OTHER] | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:81
