[2024-06-24T09:15:29.823628][CAT-API][INFO] cat-api              | {"@timestamp":"2024-06-24T09:15:29.766482258Z","@version":"1","message":"HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@48f6f272","logger_name":"com.zaxxer.hikari.pool.HikariPool","thread_name":"main","level":"INFO","level_value":20000,"instance":"0430a1544f92"}
[2024-06-24T09:15:32.639959][CAT-API][INFO] cat-api              | {"@timestamp":"2024-06-24T09:15:32.599757267Z","@version":"1","message":"Added 1000 cats to the database","logger_name":"org.jetbrains.service.CatInitializer","thread_name":"main","level":"INFO","level_value":20000,"trace_id":"351d3e5d478b67f167037a3e2f8d387a","trace_flags":"01","span_id":"316be7cbe148a378","instance":"0430a1544f92"}
[2024-06-24T09:15:40.490101][CAT-API][INFO] cat-api              | {"@timestamp":"2024-06-24T09:15:40.522142733Z","@version":"1","message":"Initializing Spring DispatcherServlet 'dispatcherServlet'","logger_name":"org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]","thread_name":"http-nio-8080-exec-1","level":"INFO","level_value":20000,"trace_id":"4b47ecc1fad16a337b10ae081a9156fa","trace_flags":"01","span_id":"9224d40f3dd63f11","instance":"0430a1544f92"}
[2024-06-24T09:15:40.490101][CAT-API][INFO] cat-api              | {"@timestamp":"2024-06-24T09:15:40.522467435Z","@version":"1","message":"Initializing Servlet 'dispatcherServlet'","logger_name":"org.springframework.web.servlet.DispatcherServlet","thread_name":"http-nio-8080-exec-1","level":"INFO","level_value":20000,"trace_id":"4b47ecc1fad16a337b10ae081a9156fa","trace_flags":"01","span_id":"9224d40f3dd63f11","instance":"0430a1544f92"}
[2024-06-24T09:15:40.490101][CAT-API][INFO] cat-api              | {"@timestamp":"2024-06-24T09:15:40.523492574Z","@version":"1","message":"Completed initialization in 1 ms","logger_name":"org.springframework.web.servlet.DispatcherServlet","thread_name":"http-nio-8080-exec-1","level":"INFO","level_value":20000,"trace_id":"4b47ecc1fad16a337b10ae081a9156fa","trace_flags":"01","span_id":"9224d40f3dd63f11","instance":"0430a1544f92"}
[2024-06-24T09:15:47.357700][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:50890 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:15:47.400658][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:50890 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:15:47.405380][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:50890 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:15:47.411163][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:50890 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:15:47.416041][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:50890 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:15:47.420302][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:50890 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:15:47.425856][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:50890 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:15:47.430556][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:50890 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:15:47.437031][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:50890 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:15:47.441282][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:50890 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:15:47.445936][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:50890 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:15:47.450192][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:50890 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:15:47.454903][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:50890 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:15:47.459180][CAT-RECOMMENDER-API][ERROR] cat-recommender-api  | INFO:     172.26.0.7:50890 - "POST /api/recommend HTTP/1.1" 500 Internal Server Error
[2024-06-24T09:15:47.471288][CAT-API][EXCEPTION] cat-api              | {"@timestamp":"2024-06-24T09:15:47.452224287Z","@version":"1","message":"Failed to suggest cat","logger_name":"org.jetbrains.service.CatService","thread_name":"http-nio-8080-exec-4","level":"ERROR","level_value":40000,"stack_trace":"feign.FeignException$InternalServerError: [500 Internal Server Error] during [POST] to [http://cat-recommender-api:8080/api/recommend] [RandomCoffeeApiClient#suggestCat(SuggestCatForRandomCoffeeRequest)]: [{\"detail\":\"Oops, bad number\"}]\n\tat feign.FeignException.serverErrorStatus(FeignException.java:259)\n\tat feign.FeignException.errorStatus(FeignException.java:206)\n\tat feign.FeignException.errorStatus(FeignException.java:194)\n\tat feign.FeignException.errorStatus(FeignException.java:171)\n\tat feign.codec.ErrorDecoder$Default.decode(ErrorDecoder.java:92)\n\tat feign.ResponseHandler.decodeError(ResponseHandler.java:136)\n\tat feign.ResponseHandler.handleResponse(ResponseHandler.java:70)\n\tat feign.SynchronousMethodHandler.executeAndDecode(SynchronousMethodHandler.java:114)\n\tat feign.SynchronousMethodHandler.invoke(SynchronousMethodHandler.java:70)\n\tat feign.ReflectiveFeign$FeignInvocationHandler.invoke(ReflectiveFeign.java:96)\n\tat jdk.proxy3/jdk.proxy3.$Proxy155.suggestCat(Unknown Source)\n\tat java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)\n\tat java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)\n\tat java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)\n\tat java.base/java.lang.reflect.Method.invoke(Unknown Source)\n\tat org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection(AopUtils.java:343)\n\tat org.springframework.aop.framework.ReflectiveMethodInvocation.invokeJoinpoint(ReflectiveMethodInvocation.java:196)\n\tat org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:163)\n\tat org.springframework.validation.beanvalidation.MethodValidationInterceptor.invoke(MethodValidationInterceptor.java:141)\n\tat org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:184)\n\tat org.springframework.aop.framework.JdkDynamicAopProxy.invoke(JdkDynamicAopProxy.java:223)\n\tat jdk.proxy3/jdk.proxy3.$Proxy156.suggestCat(Unknown Source)\n\tat org.jetbrains.service.CatService.suggestCat(CatService.kt:60)\n\tat org.jetbrains.service.CatService.generatePairs(CatService.kt:39)\n\tat java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)\n\tat java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)\n\tat java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)\n\tat java.base/java.lang.reflect.Method.invoke(Unknown Source)\n\tat org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection(AopUtils.java:343)\n\tat org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept(CglibAopProxy.java:698)\n\tat org.jetbrains.service.CatService$$SpringCGLIB$$0.generatePairs(<generated>)\n\tat org.jetbrains.api.CatController.generatePairs(CatController.kt:104)\n\tat java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)\n\tat java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)\n\tat java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)\n\tat java.base/java.lang.reflect.Method.invoke(Unknown Source)\n\tat org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection(AopUtils.java:343)\n\tat org.springframework.aop.framework.ReflectiveMethodInvocation.invokeJoinpoint(ReflectiveMethodInvocation.java:196)\n\tat org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:163)\n\tat org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:750)\n\tat org.springframework.validation.beanvalidation.MethodValidationInterceptor.invoke(MethodValidationInterceptor.java:141)\n\tat org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:184)\n\tat org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed(CglibAopProxy.java:750)\n\tat org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept(CglibAopProxy.java:702)\n\tat org.jetbrains.api.CatController$$SpringCGLIB$$0.generatePairs(<generated>)\n\tat java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)\n\tat java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)\n\tat java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)\n\tat java.base/java.lang.reflect.Method.invoke(Unknown Source)\n\tat org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:207)\n\tat org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:152)\n\tat org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:118)\n\tat org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:884)\n\tat org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:797)\n\tat org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)\n\tat org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1081)\n\tat org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:974)\n\tat org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1011)\n\tat org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:914)\n\tat jakarta.servlet.http.HttpServlet.service(HttpServlet.java:590)\n\tat org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:885)\n\tat jakarta.servlet.http.HttpServlet.service(HttpServlet.java:658)\n\tat org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:205)\n\tat org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149)\n\tat org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51)\n\tat org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174)\n\tat org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149)\n\tat org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)\n\tat org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)\n\tat org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174)\n\tat org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149)\n\tat org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)\n\tat org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)\n\tat org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174)\n\tat org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149)\n\tat org.springframework.web.servlet.v6_0.OpenTelemetryHandlerMappingFilter.doFilter(OpenTelemetryHandlerMappingFilter.java:76)\n\tat org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174)\n\tat org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149)\n\tat org.springframework.web.filter.ServerHttpObservationFilter.doFilterInternal(ServerHttpObservationFilter.java:109)\n\tat org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)\n\tat org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174)\n\tat org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149)\n\tat org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)\n\tat org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)\n\tat org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174)\n\tat org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149)\n\tat org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:166)\n\tat org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:90)\n\tat org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:482)\n\tat org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:115)\n\tat org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:93)\n\tat org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)\n\tat org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:341)\n\tat org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:390)\n\tat org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:63)\n\tat org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:894)\n\tat org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1741)\n\tat org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:52)\n\tat org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)\n\tat org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)\n\tat org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)\n\tat java.base/java.lang.Thread.run(Unknown Source)\n","trace_id":"04b71b046998bcc45ec94ded0904d97c","trace_flags":"01","span_id":"f8587872fc86d081","instance":"0430a1544f92"}
[2024-06-24T09:15:53.949263][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:47628 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:16:14.344207][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:35030 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:16:14.349614][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:35030 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:16:14.353324][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:35030 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:16:14.357966][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:35030 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:16:14.362662][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:35030 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:16:14.377152][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:35030 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:16:18.211961][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:35030 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:16:18.214810][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:35030 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:16:18.219140][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:35030 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:16:18.223677][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:35030 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:16:18.228979][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:35030 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:16:18.231675][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:35030 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:16:18.235784][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:35030 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:16:18.239725][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:35030 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:16:18.245116][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:35030 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:16:18.248043][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:35030 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:16:18.258038][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:35030 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:16:18.258038][CAT-RECOMMENDER-API][INFO] cat-recommender-api  | INFO:     172.26.0.7:35030 - "POST /api/recommend HTTP/1.1" 200 OK
[2024-06-24T09:16:32.483471][GRAFANA][INFO] grafana              | logger=infra.usagestats t=2024-06-24T09:16:32.469843189Z level=info msg="Usage stats are ready to report"
[2024-06-24T09:16:37.481185][OTEL_COLLECTOR][ERROR] otel_collector-1     | 2024-06-24T09:16:37.511Z	error	prometheusexporter@v0.88.0/log.go:23	error gathering metrics: 2 error(s) occurred:
[2024-06-24T09:16:37.481185][CAT-RECOMMENDER-API][HTTP_SERVER_DURATION] otel_collector-1     | * collected metric http_server_duration label:{name:"http_flavor" value:"1.1"} label:{name:"http_host" value:"172.26.0.8:8080"} label:{name:"http_method" value:"POST"} label:{name:"http_scheme" value:"http"} label:{name:"http_server_name" value:"cat-recommender-api:8080"} label:{name:"http_status_code" value:"200"} label:{name:"http_target" value:"/api/recommend"} label:{name:"job" value:"cat-recommender-api"} label:{name:"net_host_port" value:"8080"} histogram:{sample_count:32 sample_sum:33 bucket:{cumulative_count:0 upper_bound:0} bucket:{cumulative_count:32 upper_bound:5} bucket:{cumulative_count:32 upper_bound:10} bucket:{cumulative_count:32 upper_bound:25} bucket:{cumulative_count:32 upper_bound:50} bucket:{cumulative_count:32 upper_bound:75} bucket:{cumulative_count:32 upper_bound:100} bucket:{cumulative_count:32 upper_bound:250} bucket:{cumulative_count:32 upper_bound:500} bucket:{cumulative_count:32 upper_bound:750} bucket:{cumulative_count:32 upper_bound:1000} bucket:{cumulative_count:32 upper_bound:2500} bucket:{cumulative_count:32 upper_bound:5000} bucket:{cumulative_count:32 upper_bound:7500} bucket:{cumulative_count:32 upper_bound:10000}} has help "measures the duration of the inbound HTTP request" but should have "The duration of the inbound HTTP request"
[2024-06-24T09:16:37.481690][CAT-RECOMMENDER-API][HTTP_SERVER_DURATION] otel_collector-1     | * collected metric http_server_duration label:{name:"http_flavor" value:"1.1"} label:{name:"http_host" value:"172.26.0.8:8080"} label:{name:"http_method" value:"POST"} label:{name:"http_scheme" value:"http"} label:{name:"http_server_name" value:"cat-recommender-api:8080"} label:{name:"http_status_code" value:"500"} label:{name:"http_target" value:"/api/recommend"} label:{name:"job" value:"cat-recommender-api"} label:{name:"net_host_port" value:"8080"} histogram:{sample_count:1 sample_sum:1 bucket:{cumulative_count:0 upper_bound:0} bucket:{cumulative_count:1 upper_bound:5} bucket:{cumulative_count:1 upper_bound:10} bucket:{cumulative_count:1 upper_bound:25} bucket:{cumulative_count:1 upper_bound:50} bucket:{cumulative_count:1 upper_bound:75} bucket:{cumulative_count:1 upper_bound:100} bucket:{cumulative_count:1 upper_bound:250} bucket:{cumulative_count:1 upper_bound:500} bucket:{cumulative_count:1 upper_bound:750} bucket:{cumulative_count:1 upper_bound:1000} bucket:{cumulative_count:1 upper_bound:2500} bucket:{cumulative_count:1 upper_bound:5000} bucket:{cumulative_count:1 upper_bound:7500} bucket:{cumulative_count:1 upper_bound:10000}} has help "measures the duration of the inbound HTTP request" but should have "The duration of the inbound HTTP request"
[2024-06-24T09:16:37.482693][OTEL_COLLECTOR][OTHER] otel_collector-1     | net/http.HandlerFunc.ServeHTTP
[2024-06-24T09:16:37.482693][OTEL_COLLECTOR][OTHER] otel_collector-1     | 	net/http/server.go:2136
[2024-06-24T09:16:37.482693][OTEL_COLLECTOR][OTHER] otel_collector-1     | net/http.(*ServeMux).ServeHTTP
[2024-06-24T09:16:37.482693][OTEL_COLLECTOR][OTHER] otel_collector-1     | 	net/http/server.go:2514
[2024-06-24T09:16:37.482693][OTEL_COLLECTOR][OTHER] otel_collector-1     | go.opentelemetry.io/collector/config/confighttp.(*decompressor).ServeHTTP
[2024-06-24T09:16:37.482693][OTEL_COLLECTOR][OTHER] otel_collector-1     | 	go.opentelemetry.io/collector/config/confighttp@v0.88.0/compression.go:147
[2024-06-24T09:16:37.482693][OTEL_COLLECTOR][OTHER] otel_collector-1     | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.(*middleware).serveHTTP
[2024-06-24T09:16:37.482693][OTEL_COLLECTOR][OTHER] otel_collector-1     | 	go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:217
[2024-06-24T09:16:37.482693][OTEL_COLLECTOR][OTHER] otel_collector-1     | go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp.NewMiddleware.func1.1
[2024-06-24T09:16:37.487522][OTEL_COLLECTOR][OTHER] otel_collector-1     | 	go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp@v0.45.0/handler.go:81
[2024-06-24T09:16:37.487522][OTEL_COLLECTOR][OTHER] otel_collector-1     | net/http.HandlerFunc.ServeHTTP
[2024-06-24T09:16:37.487522][OTEL_COLLECTOR][OTHER] otel_collector-1     | 	net/http/server.go:2136
[2024-06-24T09:16:37.487522][OTEL_COLLECTOR][INFO] otel_collector-1     | go.opentelemetry.io/collector/config/confighttp.(*clientInfoHandler).ServeHTTP
[2024-06-24T09:16:37.487522][OTEL_COLLECTOR][INFO] otel_collector-1     | 	go.opentelemetry.io/collector/config/confighttp@v0.88.0/clientinfohandler.go:28
[2024-06-24T09:16:37.487522][OTEL_COLLECTOR][OTHER] otel_collector-1     | net/http.serverHandler.ServeHTTP
[2024-06-24T09:16:37.487522][OTEL_COLLECTOR][OTHER] otel_collector-1     | 	net/http/server.go:2938
[2024-06-24T09:16:37.487522][OTEL_COLLECTOR][OTHER] otel_collector-1     | net/http.(*conn).serve
[2024-06-24T09:16:37.487522][OTEL_COLLECTOR][OTHER] otel_collector-1     | 	net/http/server.go:2009
[2024-06-24T09:16:52.463887][OTEL_COLLECTOR][ERROR] otel_collector-1     | 2024-06-24T09:16:52.392Z	error	prometheusexporter@v0.88.0/log.go:23	error gathering metrics: 2 error(s) occurred:
